web-scraper-order,web-scraper-start-url,category,category-href,page,page-href,name,price,link,link-href,instock
"1597508690-1471","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","Thermaltake Commander C33 TG ARGB (ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (Black)","₹7,372","Thermaltake Commander C33 TG ARGB (ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (Black)","https://mdcomputers.in/thermaltake-commander-c33-tg-argb-ca-1n4-00m1wn-00.html","null"
"1597508636-1283","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","LG 27MK600M-W - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI)","₹17,599","LG 27MK600M-W - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI)","https://mdcomputers.in/lg-27-inch-amd-freesync-gaming-27mk600m-w.html","null"
"1597508940-2016","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","4","https://mdcomputers.in/motherboards?page=4","MSI H310M PRO-M2 Plus Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 32GB DDR4 2666MHz Memory)","₹5,100","MSI H310M PRO-M2 Plus Motherboard (Intel Socket 1151/9th And 8th Generation Core Series CPU/Max 32GB DDR4 2666MHz Memory)","https://mdcomputers.in/msi-h310m-pro-m2-plus.html","null"
"1597508874-1856","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","","","ADATA AX4U3200716G16A-ST50 Desktop Ram XPG SPECTRIX D50 Series 16GB (16GBx1) DDR4 3200MHz RGB","₹7,800","ADATA AX4U3200716G16A-ST50 Desktop Ram XPG SPECTRIX D50 Series 16GB (16GBx1) DDR4 3200MHz RGB","https://mdcomputers.in/adata-xpg-spectrix-d50-16gb-ddr4-3200mhz-ax4u3200716g16a-st50.html","null"
"1597509012-4022","https://mdcomputers.in","Processor","https://mdcomputers.in/processor","","","AMD RYZEN 5 3400G WITH RADEON RX VEGA 11 GRAPHICS (4 CORES 8 THREADS WITH MAX BOOST CLOCK OF 4.2GHz,BASE CLOCK OF 3.7GHz AND 6MB GAME CACHE)","₹13,401","AMD RYZEN 5 3400G WITH RADEON RX VEGA 11 GRAPHICS (4 CORES 8 THREADS WITH MAX BOOST CLOCK OF 4.2GHz,BASE CLOCK OF 3.7GHz AND 6MB GAME CACHE)","https://mdcomputers.in/amd-quad-core-ryzen-5-3400g-yd3400c5fhbox.html","null"
"1597508786-1668","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","3","https://mdcomputers.in/graphics-card?page=3","Sapphire Radeon RX 5500 XT Nitro+ Special Edition 8GB GDDR6 128-bit Gaming Graphics Card (11295-05-20G)","₹23,589","Sapphire Radeon RX 5500 XT Nitro+ Special Edition 8GB GDDR6 128-bit Gaming Graphics Card (11295-05-20G)","https://mdcomputers.in/sapphire-rx-5500-xt-nitro-special-edition-8gb-gddr6-11295-05-20g.html","null"
"1597508850-1777","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Sandisk Cruzer Blade 128GB USB 2.0 Pen Drive","₹1,448","Sandisk Cruzer Blade 128GB USB 2.0 Pen Drive","https://mdcomputers.in/sandisk-cruzer-blade-128gb-usb2-0.html","null"
"1597508843-1753","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","TeamGroup GX1 480GB Internal SSD (T253X1480G0C101)","₹5,810","TeamGroup GX1 480GB Internal SSD (T253X1480G0C101)","https://mdcomputers.in/teamgroup-gx1-480gb-t253x1480g0c101.html","null"
"1597508805-1689","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","2","https://mdcomputers.in/graphics-card?page=2","Inno3d GeForce GTX 1660 Ti Twin X2 6GB GDDR6 192-bit Gaming Graphics Card","₹24,300","Inno3d GeForce GTX 1660 Ti Twin X2 6GB GDDR6 192-bit Gaming Graphics Card","https://mdcomputers.in/inno3d-geforce-gtx-1660-ti-twin-x2-6gb-gddr6-n166t2-06d6-1710va15.html","null"
"1597508913-1969","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","","","ASRock B550 Phantom Gaming 4/ac (Wi-Fi) Motherboard (AMD Socket AM4/3rd Gen Ryzen Series CPU/Max 128GB DDR4 4733MHz Memory)","₹15,710","ASRock B550 Phantom Gaming 4/ac (Wi-Fi) Motherboard (AMD Socket AM4/3rd Gen Ryzen Series CPU/Max 128GB DDR4 4733MHz Memory)","https://mdcomputers.in/asrock-b550-phantom-gaming-4-ac.html","Out Of Stock"
"1597508940-2021","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","4","https://mdcomputers.in/motherboards?page=4","MSI MAG X570 TOMAHAWK WIFI Motherboard (AMD Socket AM4/Ryzen Series CPU/Max 128GB DDR4 4600MHz Memory)","₹23,900","MSI MAG X570 TOMAHAWK WIFI Motherboard (AMD Socket AM4/Ryzen Series CPU/Max 128GB DDR4 4600MHz Memory)","https://mdcomputers.in/msi-mag-x570-tomahawk-wifi.html","null"
"1597508897-1914","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","3","https://mdcomputers.in/memory?page=3","G.Skill F4-2400C16S-8GRS Laptop Ram Ripjaws Series 8GB (8GBx1) DDR4 2400MHz","₹3,100","G.Skill F4-2400C16S-8GRS Laptop Ram Ripjaws Series 8GB (8GBx1) DDR4 2400MHz","https://mdcomputers.in/g-skill-ripjaws-8gb-ddr4-2400mhz-f4-2400c16s-8grs.html","null"
"1597508786-1661","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","3","https://mdcomputers.in/graphics-card?page=3","Palit GeForce GTX 1060 Dual 6GB GDDR5 192-bit Graphics Card","₹15,539","Palit GeForce GTX 1060 Dual 6GB GDDR5 192-bit Graphics Card","https://mdcomputers.in/palit-geforce-gtx-1060-dual-6gb-gddr5-ne51060015j9-1061d.html","null"
"1597508636-1275","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","HP P204v - 20 Inch Monitor (5ms Response Time, HD+ TN Panel, HDMI, VGA)","₹5,513","HP P204v - 20 Inch Monitor (5ms Response Time, HD+ TN Panel, HDMI, VGA)","https://mdcomputers.in/hp-19-5-inch-5rd66aa.html","Out Of Stock"
"1597508772-1630","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","4","https://mdcomputers.in/graphics-card?page=4","ZOTAC GAMING GeForce GTX 1660 SUPER Twin Fan 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact, ZT-T16620F-10L","₹20,700","ZOTAC GAMING GeForce GTX 1660 SUPER Twin Fan 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact, ZT-T16620F-10L","https://mdcomputers.in/zotac-gaming-gtx-1660-super-twin-fan-zt-t16620f-10l.html","null"
"1597508690-1474","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","Thermaltake Commander C36 TG ARGB (ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (Black)","₹7,698","Thermaltake Commander C36 TG ARGB (ATX) Mid Tower Cabinet With Tempered Glass Side Panel And RGB Controller (Black)","https://mdcomputers.in/thermaltake-commander-c36-tg-argb-ca-1n7-00m1wn-00.html","null"
"1597509002-3979","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","2","https://mdcomputers.in/cooling-system?page=2","Deepcool Gamma Archer 120mm CPU Air Cooler (DP-MCAL-GA)","₹646","Deepcool Gamma Archer 120mm CPU Air Cooler (DP-MCAL-GA)","https://mdcomputers.in/deepcool-gamma-archer-dp-mcal-ga.html","null"
"1597508713-1526","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","2","https://mdcomputers.in/cabinet?page=2","CORSAIR 780T (XL-ATX) Full Tower Cabinet - With Transparent Side Panel (Black)","₹16,500","CORSAIR 780T (XL-ATX) Full Tower Cabinet - With Transparent Side Panel (Black)","https://mdcomputers.in/corsair-full-tower-780t-black-cc-9011063-ww.html","null"
"1597508786-1652","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","3","https://mdcomputers.in/graphics-card?page=3","Msi GeForce RTX 2080 Ti Gaming X Trio 11GB GDDR6 352-bit Gaming Graphics Card","₹111,299","Msi GeForce RTX 2080 Ti Gaming X Trio 11GB GDDR6 352-bit Gaming Graphics Card","https://mdcomputers.in/msi-rtx-2080-ti-gaming-x-trio.html","null"
"1597508705-1495","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","3","https://mdcomputers.in/cabinet?page=3","Deepcool Matrexx 55 ADD-RGB 3F (E ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","₹6,138","Deepcool Matrexx 55 ADD-RGB 3F (E ATX) Mid Tower Cabinet With Tempered Glass Side Panel (Black)","https://mdcomputers.in/deepcool-matrexx-55-add-rgb-3f-mid-tower-dp-atx-matrexx55-ar-3f.html","null"
"1597508974-2094","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","","","Antec C400 120 mm Cpu Air Cooler","₹2,248","Antec C400 120 mm Cpu Air Cooler","https://mdcomputers.in/antec-c400.html","null"
"1597508727-1558","https://mdcomputers.in","Power Supply","https://mdcomputers.in/smps","3","https://mdcomputers.in/smps?page=3","Fingers Polonium-400 SMPS","₹860","Fingers Polonium-400 SMPS","https://mdcomputers.in/fingers-polonium-400.html","null"
"1597508805-1695","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","2","https://mdcomputers.in/graphics-card?page=2","INNO3D GeForce RTX 2080 Super Gaming OC X3 8GB GDDR6 256-bit Gaming Graphics Card","₹64,000","INNO3D GeForce RTX 2080 Super Gaming OC X3 8GB GDDR6 256-bit Gaming Graphics Card","https://mdcomputers.in/inno3d-rtx-2080-super-gaming-oc-8gb-gddr6-n208s3-08d6x-1878va24.html","null"
"1597508713-1506","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","2","https://mdcomputers.in/cabinet?page=2","CIRCLE INFERNOVA Z GAMING (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel And RGB Fan Controller (Black-Orange)","₹7,845","CIRCLE INFERNOVA Z GAMING (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel And RGB Fan Controller (Black-Orange)","https://mdcomputers.in/circle-mid-tower-infernova-z-gaming-black-orange.html","null"
"1597508772-1628","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","4","https://mdcomputers.in/graphics-card?page=4","ZOTAC GAMING GeForce GTX 1650 OC 4GB GDDR5 128-bit Gaming Graphics Card, Super Compact, ZT-T16500F-10L","₹13,231","ZOTAC GAMING GeForce GTX 1650 OC 4GB GDDR5 128-bit Gaming Graphics Card, Super Compact, ZT-T16500F-10L","https://mdcomputers.in/zotac-gtx-1650-oc-4gb-gddr5-zt-t16500f-10l.html","null"
"1597508764-1613","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","","","Colorful GeForce GTX 1650 SUPER NB V 4GB GDDR6 128-bit Gaming Graphics Card","₹15,700","Colorful GeForce GTX 1650 SUPER NB V 4GB GDDR6 128-bit Gaming Graphics Card","https://mdcomputers.in/colorful-gtx-1650-super-nb-4g-v.html","Out Of Stock"
"1597508993-2127","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","3","https://mdcomputers.in/cooling-system?page=3","Deepcool Gammaxx L240 V2 RGB All In One 240mm CPU Liquid Cooler (DP-H12RF-GL240V2)","₹6,138","Deepcool Gammaxx L240 V2 RGB All In One 240mm CPU Liquid Cooler (DP-H12RF-GL240V2)","https://mdcomputers.in/deepcool-gammaxx-l240-v2-dp-h12rf-gl240v2.html","null"
"1597508713-1513","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","2","https://mdcomputers.in/cabinet?page=2","Cooler Master MasterBox Q500L (ATX) Mid Tower Cabinet With Transparent Side Panel","₹4,465","Cooler Master MasterBox Q500L (ATX) Mid Tower Cabinet With Transparent Side Panel","https://mdcomputers.in/cooler-master-masterbox-q500l-mcb-q500l-kann-s00.html","null"
"1597509002-3964","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","2","https://mdcomputers.in/cooling-system?page=2","Deepcool Frostwin V2.0 120mm CPU Air Cooler (DP-MCH4-FTV2)","₹3,500","Deepcool Frostwin V2.0 120mm CPU Air Cooler (DP-MCH4-FTV2)","https://mdcomputers.in/deepcool-frostwin-v2-0-dp-mch4-ftv2.html","null"
"1597508906-1957","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","G.Skill F3-1333C9S-8GSA Laptop Ram Standard Series 8GB (8GBx1) DDR3 1333MHz","₹3,450","G.Skill F3-1333C9S-8GSA Laptop Ram Standard Series 8GB (8GBx1) DDR3 1333MHz","https://mdcomputers.in/g-skill-standard-8gb-ddr3-1333mhz-f3-1333c9s-8gsa.html","null"
"1597508850-1771","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Samsung 860 EVO 250GB M.2 Internal SSD (MZ-N6E250BW)","₹5,300","Samsung 860 EVO 250GB M.2 Internal SSD (MZ-N6E250BW)","https://mdcomputers.in/samsung-860-evo-250gb-m-2-mz-n6e250bw.html","Out Of Stock"
"1597508764-1614","https://mdcomputers.in","Graphic Cards","https://mdcomputers.in/graphics-card","","","Colorful GeForce GTX 1660 NB V 6GB GDDR6 192-Bit Gaming Graphics Card","₹19,927","Colorful GeForce GTX 1660 NB V 6GB GDDR6 192-Bit Gaming Graphics Card","https://mdcomputers.in/colorful-gtx-1660-nb-v-6gb-gddr6-g-c1660nb-6g-v.html","null"
"1597508906-1946","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","Corsair CMK8GX4M1D3000C16 Desktop Ram Vengeance Lpx Series 8GB (8GBx1) DDR4 3000MHz Black","₹3,900","Corsair CMK8GX4M1D3000C16 Desktop Ram Vengeance Lpx Series 8GB (8GBx1) DDR4 3000MHz Black","https://mdcomputers.in/corsair-vengeance-lpx-8gb-ddr4-3000mhz-black-cmk8gx4m1d3000c16.html","null"
"1597509002-3962","https://mdcomputers.in","Cooling System","https://mdcomputers.in/cooling-system","2","https://mdcomputers.in/cooling-system?page=2","Deepcool ALTA 7 92mm CPU Air Cooler (For Intel)","₹560","Deepcool ALTA 7 92mm CPU Air Cooler (For Intel)","https://mdcomputers.in/deepcool-alta-7-dp-icap-at7.html","null"
"1597508623-1264","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","ASUS VZ249H - 24 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-Sub, Speakers)","₹12,782","ASUS VZ249H - 24 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-Sub, Speakers)","https://mdcomputers.in/asus-24-inch-vz249h.html","null"
"1597508867-1824","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","2","https://mdcomputers.in/storage?page=2","Crucial BX500 1TB 3D NAND Internal SSD (CT1000BX500SSD1)","₹8,800","Crucial BX500 1TB 3D NAND Internal SSD (CT1000BX500SSD1)","https://mdcomputers.in/crucial-bx500-1tb-ct1000bx500ssd1.html","null"
"1597508690-1477","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","4","https://mdcomputers.in/cabinet?page=4","Thermaltake V200 RGB (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel And RGB Controller (Black)","₹4,800","Thermaltake V200 RGB (ATX) Mid Tower Cabinet - With Tempered Glass Side Panel And RGB Controller (Black)","https://mdcomputers.in/thermaltake-v200-rgb-tempered-glass-ca-1k8-00m1wn-01.html","null"
"1597508906-1951","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","2","https://mdcomputers.in/memory?page=2","Corsair CMW16GX4M1D3000C16 Desktop Ram Vengeance RGB Pro Series - 16GB (16GBx1) DDR4 3000MHz","₹7,690","Corsair CMW16GX4M1D3000C16 Desktop Ram Vengeance RGB Pro Series - 16GB (16GBx1) DDR4 3000MHz","https://mdcomputers.in/corsair-vengeance-rgb-pro-16gb-ddr4-3000mhz-cmw16gx4m1d3000c16.html","null"
"1597508623-1246","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","","","Acer ET221Q - 22 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, VGA)","₹9,121","Acer ET221Q - 22 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, VGA)","https://mdcomputers.in/acer-22-inch-et221q.html","null"
"1597508940-2001","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","4","https://mdcomputers.in/motherboards?page=4","Gigabyte X570 Aorus Pro WIFI Motherboard (Amd Socket AM4/Ryzen Series CPU/Max 128GB DDR4 4400MHz Memory)","₹27,500","Gigabyte X570 Aorus Pro WIFI Motherboard (Amd Socket AM4/Ryzen Series CPU/Max 128GB DDR4 4400MHz Memory)","https://mdcomputers.in/gigabyte-x570-aorus-pro-wifi.html","null"
"1597508824-1718","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","","","Adata XPG SX6000 Lite 512GB 3D NAND M.2 NVMe Internal SSD (ASX6000LNP-512GT-C)","₹6,786","Adata XPG SX6000 Lite 512GB 3D NAND M.2 NVMe Internal SSD (ASX6000LNP-512GT-C)","https://mdcomputers.in/adata-xpg-sx6000-lite-512gb-m-2-asx6000lnp-512gt-c.html","null"
"1597508858-1806","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","3","https://mdcomputers.in/storage?page=3","Kingston KC600 512GB Internal SSD (SKC600-512G)","₹5,850","Kingston KC600 512GB Internal SSD (SKC600-512G)","https://mdcomputers.in/kingston-kc600-512gb-skc600-512g.html","null"
"1597508843-1748","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","5","https://mdcomputers.in/storage?page=5","Silicon Power Ace A55 256GB Internal SSD (SP256GBSS3A55S25)","₹2,800","Silicon Power Ace A55 256GB Internal SSD (SP256GBSS3A55S25)","https://mdcomputers.in/silicon-power-ace-a55-256gb-sp256gbss3a55s25.html","null"
"1597508882-1874","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","5","https://mdcomputers.in/memory?page=5","Thermaltake R017D408GX2-3600C18A Desktop Ram TOUGHRAM Series 16GB (8GBx2) DDR4 3600MHz","₹9,590","Thermaltake R017D408GX2-3600C18A Desktop Ram TOUGHRAM Series 16GB (8GBx2) DDR4 3600MHz","https://mdcomputers.in/thermaltake-memory-toughram-16gb-ddr4-3600mhz-r017d408gx2-3600c18a.html","null"
"1597508850-1767","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","4","https://mdcomputers.in/storage?page=4","Pioneer 480GB External SSD (APS-XS03-480)","₹6,671","Pioneer 480GB External SSD (APS-XS03-480)","https://mdcomputers.in/pioneer-480gb-aps-xs03-480.html","null"
"1597508636-1286","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","MSI Optix MAG241C - 24 Inch 115% sRGB Curved Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, FHD VA Panel, HDMI, Displayport)","₹17,871","MSI Optix MAG241C - 24 Inch 115% sRGB Curved Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, FHD VA Panel, HDMI, Displayport)","https://mdcomputers.in/msi-optix-24-inch-amd-freesync-curved-gaming-mag241c.html","Out Of Stock"
"1597508705-1499","https://mdcomputers.in","Cabinet (Case)","https://mdcomputers.in/cabinet","3","https://mdcomputers.in/cabinet?page=3","Fingers Gallant C4 With SMPS (M-ATX) Mini Tower Cabinet (Black)","₹2,230","Fingers Gallant C4 With SMPS (M-ATX) Mini Tower Cabinet (Black)","https://mdcomputers.in/fingers-mini-tower-black-gallant-c4.html","null"
"1597508824-1721","https://mdcomputers.in","Storage","https://mdcomputers.in/storage","","","Adata XPG SX8200 Pro 512GB 3D NAND M.2 NVMe Internal SSD (ASX8200PNP-512GT-C)","₹9,612","Adata XPG SX8200 Pro 512GB 3D NAND M.2 NVMe Internal SSD (ASX8200PNP-512GT-C)","https://mdcomputers.in/adata-xpg-sx8200-pro-512gb-m-2-asx8200pnp-512gt-c.html","null"
"1597508913-1971","https://mdcomputers.in","Motherboard","https://mdcomputers.in/motherboards","","","ASRock B550M Pro4 Motherboard (AMD Socket AM4/3rd Gen Ryzen Series CPU/Max 128GB DDR4 4533MHz Memory)","₹12,636","ASRock B550M Pro4 Motherboard (AMD Socket AM4/3rd Gen Ryzen Series CPU/Max 128GB DDR4 4533MHz Memory)","https://mdcomputers.in/asrock-b550m-pro4.html","Out Of Stock"
"1597508636-1277","https://mdcomputers.in","Monitors","https://mdcomputers.in/monitors","3","https://mdcomputers.in/monitors?page=3","LG 20M39H - 20 Inch Monitor (5ms Response Time, HD TN Panel, HDMI, D-sub)","₹5,500","LG 20M39H - 20 Inch Monitor (5ms Response Time, HD TN Panel, HDMI, D-sub)","https://mdcomputers.in/lg-20-inch-20m39h.html","null"
"1597508890-1902","https://mdcomputers.in","Memory (Ram)","https://mdcomputers.in/memory","4","https://mdcomputers.in/memory?page=4","G.SKILL F4-4000C18D-16GVK Desktop Ram Ripjaws V Series 16GB (8GBx2) DDR4 4000MHz Black","₹11,600","G.SKILL F4-4000C18D-16GVK Desktop Ram Ripjaws V Series 16GB (8GBx2) DDR4 4000MHz Black","https://mdcomputers.in/g-skill-ripjaws-v-16gb-ddr4-4000mhz-f4-4000c18d-16gvk.html","null"
